6.9285309e-310 0.1
6.9285309e-310 0.2
0 0.3
0 0.4
-0.19329516 0.5
0.19284171 0.6
-0.23248174 0.7
0.17287695 0.8
-0.17273042 0.9
0.21415835 1
0.22778671 1.1
-0.016712912 1.2
-0.20696874 1.3
0.095127446 1.4
-0.22996939 1.5
-0.0037765249 1.6
-0.22320753 1.7
0.18356041 1.8
-0.23218366 1.9
-1.9034515e-06 2
-0.23068342 2.1
0.14535585 2.2
0.2194037 2.3
-2.5250453e-08 2.4
0.23171249 2.5
-0.00010822725 2.6
-0.20802478 2.7
-2.3687122e-09 2.8
-0.2237878 2.9
-1.8253554e-09 3
-0.00068847837 3.1
-1.9964968e-09 3.2
-0.20094912 3.3
-5.9043508e-10 3.4
-0.16040097 3.5
2.5816157e-09 3.6
-1.5101929e-05 3.7
1.6153616e-09 3.8
-0.051067856 3.9
6.6190466e-10 4
2.1957412e-07 4.1
1.0110134e-09 4.2
-1.2085343e-09 4.3
-2.0234554e-09 4.4
-1.5452406e-09 4.5
5.8052443e-10 4.6
-8.2839895e-10 4.7
-3.5431365e-09 4.8
2.0768549e-09 4.9
3.4363009e-09 5
1.051609e-09 5.1
1.1205319e-09 5.2
2.1665042e-09 5.3
2.910399e-09 5.4
-1.983846e-10 5.5
3.2281163e-11 5.6
-4.8938377e-10 5.7
-6.1165517e-10 5.8
-1.7432878e-09 5.9
1.7174753e-09 6
-2.8819038e-09 6.1
-2.5125395e-10 6.2
-1.1857487e-09 6.3
-5.0640256e-11 6.4
1.587725e-09 6.5
1.4644017e-10 6.6
-2.2020239e-09 6.7
9.2281247e-11 6.8
-1.2334855e-09 6.9
2.3158206e-09 7
6.5576333e-11 7.1
-9.2114734e-10 7.2
-1.1956477e-10 7.3
3.7770122e-09 7.4
8.3348494e-11 7.5
-8.8187808e-10 7.6
3.7034517e-10 7.7
4.9517741e-09 7.8
-8.8264796e-10 7.9
-6.8738684e-10 8
-1.8729116e-09 8.1
-1.8537976e-09 8.2
1.3680601e-09 8.3
-5.0054033e-10 8.4
-3.8347548e-09 8.5
-4.8153167e-10 8.6
-8.6720177e-10 8.7
-2.1018717e-10 8.8
-1.1667393e-09 8.9
1.9794845e-10 9
1.3824823e-10 9.1
1.0511219e-10 9.2
1.1742553e-09 9.3
-1.0246088e-11 9.4
5.3716819e-11 9.5
2.0862413e-12 9.6
1.6060993e-10 9.7
6.9460102e-12 9.8
1.7225264e-11 9.9
-2.0977967e-12 10
