138.19813 1.5
48.50011 3.5
177.75642 5.5
7.1271058 7.5
199.42066 9.5
95.628906 11.5
164.69105 13.5
22.78406 15.5
195.43702 17.5
59.520004 19.5
117.31669 21.5
1.9417093 23.5
184.99371 25.5
80.211223 27.5
154.70493 29.5
12.386104 31.5
171.53418 33.5
40.751022 35.5
126.42353 37.5
5.0310066 39.5
197.85818 41.5
89.427471 43.5
143.87638 45.5
17.224553 47.5
189.5657 49.5
31.234601 51.5
108.06127 53.5
9.5818133 55.5
193.35849 57.5
68.207638 59.5
159.81329 61.5
0.6007335 63.5
181.53254 65.5
53.92049 67.5
132.373 69.5
0.9554217 71.5
200.12463 73.5
98.737821 75.5
149.38576 77.5
26.867551 79.5
188.12641 81.5
35.868383 83.5
114.2441 85.5
13.916104 87.5
198.99684 89.5
71.169251 91.5
167.0375 93.5
3.3008223 95.5
175.7548 97.5
51.186582 99.5
123.40935 101.5
2.5746665 103.5
196.33794 105.5
86.340949 107.5
141.057 109.5
20.853606 111.5
192.18304 113.5
38.279752 115.5
104.95701 117.5
18.999844 119.5
199.96874 121.5
77.173947 123.5
169.31928 125.5
6.03373 127.5
183.30337 129.5
62.380198 131.5
120.37276 133.5
0.15373526 135.5
194.44352 137.5
83.267876 139.5
157.28672 141.5
29.016657 143.5
198.47567 145.5
45.86367 147.5
101.84819 149.5
10.940886 151.5
186.60192 153.5
65.277009 155.5
152.07043 157.5
1.4020634 159.5
173.68005 161.5
33.519245 163.5
135.30253 165.5
4.1197943 167.5
197.1453 169.5
74.158984 171.5
146.65353 173.5
15.529433 175.5
199.74567 177.5
56.699192 179.5
129.41238 181.5
24.789351 183.5
179.68296 185.5
92.524455 187.5
111.15797 189.5
0.33546077 191.5
190.91836 193.5
8.3101602 195.5
162.2822 197.5
43.279809 199.5
